timestamp,event,event type,data,event group,front gear num,front gear,rear gear num,rear gear
2025-02-26T13:10:29.000Z,rearGearChange,marker,536943363,,1,32,3,27
2025-02-26T13:11:31.000Z,distanceDurationAlert,marker,1000.00,1,,,,
2025-02-26T13:11:52.000Z,rearGearChange,marker,536942596,,1,32,4,24
2025-02-26T13:11:53.000Z,rearGearChange,marker,536941829,,1,32,5,21
2025-02-26T13:11:54.000Z,frontGearChange,marker,805442821,,2,48,5,21
2025-02-26T13:12:01.000Z,rearGearChange,marker,805442310,,2,48,6,19
2025-02-26T13:12:02.000Z,rearGearChange,marker,805441799,,2,48,7,17
2025-02-26T13:12:02.000Z,rearGearChange,marker,805441288,,2,48,8,15
2025-02-26T13:12:03.000Z,rearGearChange,marker,805441033,,2,48,9,14
2025-02-26T13:12:03.000Z,rearGearChange,marker,805440778,,2,48,10,13
2025-02-26T13:12:03.000Z,rearGearChange,marker,805440523,,2,48,11,12
2025-02-26T13:12:04.000Z,rearGearChange,marker,805440268,,2,48,12,11
2025-02-26T13:12:53.000Z,rearGearChange,marker,805440523,,2,48,11,12
2025-02-26T13:12:54.000Z,rearGearChange,marker,805440778,,2,48,10,13
2025-02-26T13:12:57.000Z,rearGearChange,marker,805441288,,2,48,8,15
2025-02-26T13:13:02.000Z,rearGearChange,marker,805441799,,2,48,7,17
2025-02-26T13:13:27.000Z,rearGearChange,marker,805442310,,2,48,6,19
2025-02-26T13:13:36.000Z,rearGearChange,marker,805442821,,2,48,5,21
2025-02-26T13:13:41.000Z,rearGearChange,marker,805443588,,2,48,4,24
2025-02-26T13:13:44.000Z,rearGearChange,marker,805444355,,2,48,3,27
2025-02-26T13:13:50.000Z,rearGearChange,marker,805445122,,2,48,2,30
2025-02-26T13:14:05.000Z,riderPositionChange,marker,transitionToSeated,,,,,
2025-02-26T13:14:08.000Z,riderPositionChange,marker,seated,,,,,
2025-02-26T13:14:31.000Z,distanceDurationAlert,marker,1000.00,1,,,,
2025-02-26T13:16:15.000Z,frontGearChange,marker,536944130,,1,32,2,30
2025-02-26T13:16:49.000Z,rearGearChange,marker,536943363,,1,32,3,27
2025-02-26T13:17:02.000Z,rearGearChange,marker,536944130,,1,32,2,30
2025-02-26T13:17:19.000Z,rearGearChange,marker,536945153,,1,32,1,34
2025-02-26T13:18:06.000Z,rearGearChange,marker,536944130,,1,32,2,30
2025-02-26T13:18:07.000Z,rearGearChange,marker,536943363,,1,32,3,27
2025-02-26T13:18:53.000Z,rearGearChange,marker,536942596,,1,32,4,24
2025-02-26T13:19:27.000Z,riderPositionChange,marker,transitionToSeated,,,,,
2025-02-26T13:19:32.000Z,riderPositionChange,marker,standing,,,,,
2025-02-26T13:19:35.000Z,riderPositionChange,marker,seated,,,,,
